ลำดับที่,รหัสสถานี,ที่ตั้งสถานี,จังหวัด,วันที่ตรวจวัดสภาพอากาศ,ค่าตรวจวัด,ประเภทข้อมูล
1,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/1/2017,92.00,ความชื้นสัมพัทธ์
2,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/1/2017,14.00,ความเร็วลมสุงสุด
3,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/1/2017,0.00,ปริมาณฝน
4,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/5/2017,85.00,ความชื้นสัมพัทธ์
5,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/5/2017,10.00,ความเร็วลมสุงสุด
6,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/5/2017,0.00,ปริมาณฝน
7,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/11/2017,96.00,ความชื้นสัมพัทธ์
8,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/11/2017,0.00,ปริมาณฝน
9,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/2/2017,87.00,ความชื้นสัมพัทธ์
10,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/2/2017,10.00,ความเร็วลมสุงสุด
11,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/2/2017,0.00,ปริมาณฝน
12,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/4/2017,90.00,ความชื้นสัมพัทธ์
13,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/4/2017,12.00,ความเร็วลมสุงสุด
14,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/4/2017,0.00,ปริมาณฝน
15,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/3/2017,80.00,ความชื้นสัมพัทธ์
16,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/3/2017,6.00,ความเร็วลมสุงสุด
17,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/3/2017,0.00,ปริมาณฝน
18,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/4/2017,97.00,ความชื้นสัมพัทธ์
19,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/4/2017,6.00,ความเร็วลมสุงสุด
20,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/4/2017,0.00,ปริมาณฝน
21,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/5/2017,81.00,ความชื้นสัมพัทธ์
22,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/5/2017,6.00,ความเร็วลมสุงสุด
23,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/5/2017,0.00,ปริมาณฝน
24,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/7/2017,80.00,ความชื้นสัมพัทธ์
25,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/7/2017,0.00,ปริมาณฝน
26,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/8/2017,83.00,ความชื้นสัมพัทธ์
27,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/8/2017,0.00,ปริมาณฝน
28,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/1/2017,92.00,ความชื้นสัมพัทธ์
29,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/1/2017,10.00,ความเร็วลมสุงสุด
30,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/1/2017,27.60,ปริมาณฝน
31,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/8/2017,92.00,ความชื้นสัมพัทธ์
32,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/8/2017,3.90,ปริมาณฝน
33,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/9/2017,83.00,ความชื้นสัมพัทธ์
34,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/9/2017,0.70,ปริมาณฝน
35,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/10/2017,88.00,ความชื้นสัมพัทธ์
36,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/10/2017,2.50,ปริมาณฝน
37,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/11/2017,87.00,ความชื้นสัมพัทธ์
38,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/11/2017,2.20,ปริมาณฝน
39,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/12/2017,97.00,ความชื้นสัมพัทธ์
40,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/12/2017,55.60,ปริมาณฝน
41,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/4/2017,98.00,ความชื้นสัมพัทธ์
42,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/4/2017,10.00,ความเร็วลมสุงสุด
43,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/4/2017,0.00,ปริมาณฝน
44,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/5/2017,89.00,ความชื้นสัมพัทธ์
45,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/5/2017,10.00,ความเร็วลมสุงสุด
46,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/5/2017,0.00,ปริมาณฝน
47,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/7/2017,83.00,ความชื้นสัมพัทธ์
48,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/7/2017,0.00,ปริมาณฝน
49,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/12/2017,96.00,ความชื้นสัมพัทธ์
50,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/12/2017,0.00,ปริมาณฝน
51,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/7/2017,82.00,ความชื้นสัมพัทธ์
52,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/7/2017,1.80,ปริมาณฝน
53,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/8/2017,85.00,ความชื้นสัมพัทธ์
54,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/8/2017,8.30,ปริมาณฝน
55,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/10/2017,87.00,ความชื้นสัมพัทธ์
56,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/10/2017,12.20,ปริมาณฝน
57,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/12/2017,95.00,ความชื้นสัมพัทธ์
58,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/12/2017,14.10,ปริมาณฝน
59,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/11/2017,88.00,ความชื้นสัมพัทธ์
60,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/11/2017,0.00,ปริมาณฝน
61,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/3/2017,84.00,ความชื้นสัมพัทธ์
62,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/3/2017,8.00,ความเร็วลมสุงสุด
63,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/3/2017,0.00,ปริมาณฝน
64,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/8/2017,88.00,ความชื้นสัมพัทธ์
65,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/8/2017,37.70,ปริมาณฝน
66,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/5/2017,88.00,ความชื้นสัมพัทธ์
67,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/5/2017,6.00,ความเร็วลมสุงสุด
68,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/5/2017,0.00,ปริมาณฝน
69,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/5/2017,88.00,ความชื้นสัมพัทธ์
70,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/5/2017,6.00,ความเร็วลมสุงสุด
71,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/5/2017,7.60,ปริมาณฝน
72,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/6/2017,82.00,ความชื้นสัมพัทธ์
73,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/6/2017,0.20,ปริมาณฝน
74,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/12/2017,86.00,ความชื้นสัมพัทธ์
75,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/12/2017,0.00,ปริมาณฝน
76,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/1/2017,88.00,ความชื้นสัมพัทธ์
77,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/1/2017,4.00,ความเร็วลมสุงสุด
78,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/1/2017,0.00,ปริมาณฝน
79,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/3/2017,83.00,ความชื้นสัมพัทธ์
80,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/3/2017,12.00,ความเร็วลมสุงสุด
81,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/3/2017,0.00,ปริมาณฝน
82,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/10/2017,87.00,ความชื้นสัมพัทธ์
83,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/10/2017,0.00,ปริมาณฝน
84,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/5/2017,85.00,ความชื้นสัมพัทธ์
85,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/5/2017,0.00,ความเร็วลมสุงสุด
86,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/5/2017,0.00,ปริมาณฝน
87,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/9/2017,85.00,ความชื้นสัมพัทธ์
88,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/9/2017,0.00,ปริมาณฝน
89,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/10/2017,86.00,ความชื้นสัมพัทธ์
90,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/10/2017,0.00,ปริมาณฝน
91,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/12/2017,88.00,ความชื้นสัมพัทธ์
92,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/12/2017,0.00,ปริมาณฝน
93,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/3/2017,82.00,ความชื้นสัมพัทธ์
94,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/3/2017,6.00,ความเร็วลมสุงสุด
95,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/3/2017,0.00,ปริมาณฝน
96,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/6/2017,87.00,ความชื้นสัมพัทธ์
97,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/6/2017,0.00,ปริมาณฝน
98,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/7/2017,85.00,ความชื้นสัมพัทธ์
99,552301,นครศรีธรรมราช,นครศรีธรรมราช,15/7/2017,0.00,ปริมาณฝน
100,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/7/2017,89.00,ความชื้นสัมพัทธ์
101,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/7/2017,0.00,ปริมาณฝน
102,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/3/2017,83.00,ความชื้นสัมพัทธ์
103,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/3/2017,12.00,ความเร็วลมสุงสุด
104,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/3/2017,0.00,ปริมาณฝน
105,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/5/2017,84.00,ความชื้นสัมพัทธ์
106,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/5/2017,6.00,ความเร็วลมสุงสุด
107,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/5/2017,0.00,ปริมาณฝน
108,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/10/2017,90.00,ความชื้นสัมพัทธ์
109,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/10/2017,0.00,ปริมาณฝน
110,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/2/2017,91.00,ความชื้นสัมพัทธ์
111,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/2/2017,10.00,ความเร็วลมสุงสุด
112,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/2/2017,0.00,ปริมาณฝน
113,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/6/2017,82.00,ความชื้นสัมพัทธ์
114,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/6/2017,0.00,ปริมาณฝน
115,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/11/2017,97.00,ความชื้นสัมพัทธ์
116,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/11/2017,0.00,ปริมาณฝน
117,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/12/2017,96.00,ความชื้นสัมพัทธ์
118,552301,นครศรีธรรมราช,นครศรีธรรมราช,3/12/2017,0.00,ปริมาณฝน
119,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/2/2017,89.00,ความชื้นสัมพัทธ์
120,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/2/2017,10.00,ความเร็วลมสุงสุด
121,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/2/2017,0.00,ปริมาณฝน
122,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/3/2017,83.00,ความชื้นสัมพัทธ์
123,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/3/2017,8.00,ความเร็วลมสุงสุด
124,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/3/2017,0.00,ปริมาณฝน
125,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/7/2017,82.00,ความชื้นสัมพัทธ์
126,552301,นครศรีธรรมราช,นครศรีธรรมราช,4/7/2017,0.70,ปริมาณฝน
127,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/1/2017,98.00,ความชื้นสัมพัทธ์
128,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/1/2017,10.00,ความเร็วลมสุงสุด
129,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/1/2017,0.00,ปริมาณฝน
130,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/10/2017,88.00,ความชื้นสัมพัทธ์
131,552301,นครศรีธรรมราช,นครศรีธรรมราช,5/10/2017,0.00,ปริมาณฝน
132,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/4/2017,98.00,ความชื้นสัมพัทธ์
133,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/4/2017,10.00,ความเร็วลมสุงสุด
134,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/4/2017,28.10,ปริมาณฝน
135,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/5/2017,84.00,ความชื้นสัมพัทธ์
136,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/5/2017,10.00,ความเร็วลมสุงสุด
137,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/5/2017,0.00,ปริมาณฝน
138,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/11/2017,88.00,ความชื้นสัมพัทธ์
139,552301,นครศรีธรรมราช,นครศรีธรรมราช,6/11/2017,0.80,ปริมาณฝน
140,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/1/2017,98.00,ความชื้นสัมพัทธ์
141,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/1/2017,8.00,ความเร็วลมสุงสุด
142,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/1/2017,0.00,ปริมาณฝน
143,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/3/2017,84.00,ความชื้นสัมพัทธ์
144,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/3/2017,8.00,ความเร็วลมสุงสุด
145,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/3/2017,0.00,ปริมาณฝน
146,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/5/2017,85.00,ความชื้นสัมพัทธ์
147,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/5/2017,8.00,ความเร็วลมสุงสุด
148,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/5/2017,0.00,ปริมาณฝน
149,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/8/2017,85.00,ความชื้นสัมพัทธ์
150,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/8/2017,0.00,ปริมาณฝน
151,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/9/2017,85.00,ความชื้นสัมพัทธ์
152,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/9/2017,0.00,ปริมาณฝน
153,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/10/2017,88.00,ความชื้นสัมพัทธ์
154,552301,นครศรีธรรมราช,นครศรีธรรมราช,7/10/2017,0.00,ปริมาณฝน
155,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/6/2017,75.00,ความชื้นสัมพัทธ์
156,552301,นครศรีธรรมราช,นครศรีธรรมราช,8/6/2017,0.00,ปริมาณฝน
157,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/2/2017,84.00,ความชื้นสัมพัทธ์
158,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/2/2017,4.00,ความเร็วลมสุงสุด
159,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/2/2017,0.00,ปริมาณฝน
160,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/4/2017,84.00,ความชื้นสัมพัทธ์
161,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/4/2017,6.00,ความเร็วลมสุงสุด
162,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/4/2017,0.00,ปริมาณฝน
163,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/10/2017,86.00,ความชื้นสัมพัทธ์
164,552301,นครศรีธรรมราช,นครศรีธรรมราช,9/10/2017,0.00,ปริมาณฝน
165,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/3/2017,82.00,ความชื้นสัมพัทธ์
166,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/3/2017,10.00,ความเร็วลมสุงสุด
167,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/3/2017,0.00,ปริมาณฝน
168,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/6/2017,75.00,ความชื้นสัมพัทธ์
169,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/6/2017,0.00,ปริมาณฝน
170,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/7/2017,83.00,ความชื้นสัมพัทธ์
171,552301,นครศรีธรรมราช,นครศรีธรรมราช,10/7/2017,0.00,ปริมาณฝน
172,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/3/2017,81.00,ความชื้นสัมพัทธ์
173,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/3/2017,10.00,ความเร็วลมสุงสุด
174,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/3/2017,0.00,ปริมาณฝน
175,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/4/2017,83.00,ความชื้นสัมพัทธ์
176,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/4/2017,6.00,ความเร็วลมสุงสุด
177,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/4/2017,0.00,ปริมาณฝน
178,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/5/2017,89.00,ความชื้นสัมพัทธ์
179,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/5/2017,0.00,ความเร็วลมสุงสุด
180,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/5/2017,4.10,ปริมาณฝน
181,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/6/2017,79.00,ความชื้นสัมพัทธ์
182,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/6/2017,0.00,ปริมาณฝน
183,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/9/2017,90.00,ความชื้นสัมพัทธ์
184,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/9/2017,0.20,ปริมาณฝน
185,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/12/2017,87.00,ความชื้นสัมพัทธ์
186,552301,นครศรีธรรมราช,นครศรีธรรมราช,11/12/2017,0.00,ปริมาณฝน
187,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/1/2017,88.00,ความชื้นสัมพัทธ์
188,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/1/2017,8.00,ความเร็วลมสุงสุด
189,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/1/2017,4.50,ปริมาณฝน
190,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/2/2017,95.00,ความชื้นสัมพัทธ์
191,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/2/2017,6.00,ความเร็วลมสุงสุด
192,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/2/2017,9.60,ปริมาณฝน
193,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/4/2017,83.00,ความชื้นสัมพัทธ์
194,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/4/2017,12.00,ความเร็วลมสุงสุด
195,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/4/2017,0.00,ปริมาณฝน
196,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/8/2017,82.00,ความชื้นสัมพัทธ์
197,552301,นครศรีธรรมราช,นครศรีธรรมราช,12/8/2017,0.00,ปริมาณฝน
198,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/2/2017,88.00,ความชื้นสัมพัทธ์
199,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/2/2017,12.00,ความเร็วลมสุงสุด
200,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/2/2017,0.00,ปริมาณฝน
201,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/4/2017,85.00,ความชื้นสัมพัทธ์
202,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/4/2017,8.00,ความเร็วลมสุงสุด
203,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/4/2017,0.00,ปริมาณฝน
204,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/11/2017,88.00,ความชื้นสัมพัทธ์
205,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/11/2017,0.00,ปริมาณฝน
206,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/12/2017,88.00,ความชื้นสัมพัทธ์
207,552301,นครศรีธรรมราช,นครศรีธรรมราช,13/12/2017,0.00,ปริมาณฝน
208,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/1/2017,85.00,ความชื้นสัมพัทธ์
209,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/1/2017,8.00,ความเร็วลมสุงสุด
210,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/1/2017,0.00,ปริมาณฝน
211,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/3/2017,82.00,ความชื้นสัมพัทธ์
212,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/3/2017,8.00,ความเร็วลมสุงสุด
213,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/3/2017,0.00,ปริมาณฝน
214,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/4/2017,82.00,ความชื้นสัมพัทธ์
215,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/4/2017,6.00,ความเร็วลมสุงสุด
216,552301,นครศรีธรรมราช,นครศรีธรรมราช,14/4/2017,0.00,ปริมาณฝน
217,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/2/2017,93.00,ความชื้นสัมพัทธ์
218,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/2/2017,10.00,ความเร็วลมสุงสุด
219,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/2/2017,0.00,ปริมาณฝน
220,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/3/2017,84.00,ความชื้นสัมพัทธ์
221,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/3/2017,10.00,ความเร็วลมสุงสุด
222,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/3/2017,0.00,ปริมาณฝน
223,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/9/2017,90.00,ความชื้นสัมพัทธ์
224,552301,นครศรีธรรมราช,นครศรีธรรมราช,1/9/2017,0.00,ปริมาณฝน
225,552301,นครศรีธรรมราช,นครศรีธรรมราช,2/6/2017,81.00,ความชื้นสัมพัทธ์
