,addrcode,bin,bowl,bucket,misc_short,jar,pottedplant,tire,misc_tall,total,Age < 7,Age 7 - 9,Age 10 - 14,Age 15 - 24,Age 25 - 34,Age 35 - 44,Age 45 - 60,Age > 60,Total,Age < 7_bin,Age < 7_bowl,Age < 7_bucket,Age < 7_misc_short,Age < 7_jar,Age < 7_pottedplant,Age < 7_tire,Age < 7_misc_tall,Age < 7_total,Age 7 - 9_bin,Age 7 - 9_bowl,Age 7 - 9_bucket,Age 7 - 9_misc_short,Age 7 - 9_jar,Age 7 - 9_pottedplant,Age 7 - 9_tire,Age 7 - 9_misc_tall,Age 7 - 9_total,Age 10 - 14_bin,Age 10 - 14_bowl,Age 10 - 14_bucket,Age 10 - 14_misc_short,Age 10 - 14_jar,Age 10 - 14_pottedplant,Age 10 - 14_tire,Age 10 - 14_misc_tall,Age 10 - 14_total,Age 15 - 24_bin,Age 15 - 24_bowl,Age 15 - 24_bucket,Age 15 - 24_misc_short,Age 15 - 24_jar,Age 15 - 24_pottedplant,Age 15 - 24_tire,Age 15 - 24_misc_tall,Age 15 - 24_total,Age 25 - 34_bin,Age 25 - 34_bowl,Age 25 - 34_bucket,Age 25 - 34_misc_short,Age 25 - 34_jar,Age 25 - 34_pottedplant,Age 25 - 34_tire,Age 25 - 34_misc_tall,Age 25 - 34_total,Age 35 - 44_bin,Age 35 - 44_bowl,Age 35 - 44_bucket,Age 35 - 44_misc_short,Age 35 - 44_jar,Age 35 - 44_pottedplant,Age 35 - 44_tire,Age 35 - 44_misc_tall,Age 35 - 44_total,Age 45 - 60_bin,Age 45 - 60_bowl,Age 45 - 60_bucket,Age 45 - 60_misc_short,Age 45 - 60_jar,Age 45 - 60_pottedplant,Age 45 - 60_tire,Age 45 - 60_misc_tall,Age 45 - 60_total,Age > 60_bin,Age > 60_bowl,Age > 60_bucket,Age > 60_misc_short,Age > 60_jar,Age > 60_pottedplant,Age > 60_tire,Age > 60_misc_tall,Age > 60_total,Total_bin,Total_bowl,Total_bucket,Total_misc_short,Total_jar,Total_pottedplant,Total_tire,Total_misc_tall,Total_total
23,1025,232,40,823,41,70,1921,222,7,3356,4779,2139,3891,11147,12812,14505,23117,19799,92189,0.485,0.084,1.722,0.086,0.146,4.02,0.465,0.015,7.022,1.085,0.187,3.848,0.192,0.327,8.981,1.038,0.033,15.69,0.596,0.103,2.115,0.105,0.18,4.937,0.571,0.018,8.625,0.208,0.036,0.738,0.037,0.063,1.723,0.199,0.006,3.011,0.181,0.031,0.642,0.032,0.055,1.499,0.173,0.005,2.619,0.16,0.028,0.567,0.028,0.048,1.324,0.153,0.005,2.314,0.1,0.017,0.356,0.018,0.03,0.831,0.096,0.003,1.452,0.117,0.02,0.416,0.021,0.035,0.97,0.112,0.004,1.695,0.025,0.004,0.089,0.004,0.008,0.208,0.024,0.001,0.364
24,1026,666,125,1861,71,78,3176,381,20,6378,6599,3430,6445,16290,16606,18542,30287,22450,120649,1.009,0.189,2.82,0.108,0.118,4.813,0.577,0.03,9.665,1.942,0.364,5.426,0.207,0.227,9.259,1.111,0.058,18.595,1.033,0.194,2.888,0.11,0.121,4.928,0.591,0.031,9.896,0.409,0.077,1.142,0.044,0.048,1.95,0.234,0.012,3.915,0.401,0.075,1.121,0.043,0.047,1.913,0.229,0.012,3.841,0.359,0.067,1.004,0.038,0.042,1.713,0.205,0.011,3.44,0.22,0.041,0.614,0.023,0.026,1.049,0.126,0.007,2.106,0.297,0.056,0.829,0.032,0.035,1.415,0.17,0.009,2.841,0.055,0.01,0.154,0.006,0.006,0.263,0.032,0.002,0.529
25,1027,300,48,1295,14,59,2362,243,7,4328,4378,2186,3759,8642,9471,12370,16704,10719,68229,0.685,0.11,2.958,0.032,0.135,5.395,0.555,0.016,9.886,1.372,0.22,5.924,0.064,0.27,10.805,1.112,0.032,19.799,0.798,0.128,3.445,0.037,0.157,6.284,0.646,0.019,11.514,0.347,0.056,1.498,0.016,0.068,2.733,0.281,0.008,5.008,0.317,0.051,1.367,0.015,0.062,2.494,0.257,0.007,4.57,0.243,0.039,1.047,0.011,0.048,1.909,0.196,0.006,3.499,0.18,0.029,0.775,0.008,0.035,1.414,0.145,0.004,2.591,0.28,0.045,1.208,0.013,0.055,2.204,0.227,0.007,4.038,0.044,0.007,0.19,0.002,0.009,0.346,0.036,0.001,0.634
26,1028,188,62,707,38,32,1870,236,12,3145,3938,2028,3888,9537,10452,11287,18818,16220,76168,0.477,0.157,1.795,0.096,0.081,4.749,0.599,0.03,7.986,0.927,0.306,3.486,0.187,0.158,9.221,1.164,0.059,15.508,0.484,0.159,1.818,0.098,0.082,4.81,0.607,0.031,8.089,0.197,0.065,0.741,0.04,0.034,1.961,0.247,0.013,3.298,0.18,0.059,0.676,0.036,0.031,1.789,0.226,0.011,3.009,0.167,0.055,0.626,0.034,0.028,1.657,0.209,0.011,2.786,0.1,0.033,0.376,0.02,0.017,0.994,0.125,0.006,1.671,0.116,0.038,0.436,0.023,0.02,1.153,0.145,0.007,1.939,0.025,0.008,0.093,0.005,0.004,0.246,0.031,0.002,0.413
27,1029,261,29,862,16,37,1555,171,4,2935,2152,1022,1975,5076,6332,6945,11214,9364,44080,1.213,0.135,4.006,0.074,0.172,7.226,0.795,0.019,13.638,2.554,0.284,8.434,0.157,0.362,15.215,1.673,0.039,28.718,1.322,0.147,4.365,0.081,0.187,7.873,0.866,0.02,14.861,0.514,0.057,1.698,0.032,0.073,3.063,0.337,0.008,5.782,0.412,0.046,1.361,0.025,0.058,2.456,0.27,0.006,4.635,0.376,0.042,1.241,0.023,0.053,2.239,0.246,0.006,4.226,0.233,0.026,0.769,0.014,0.033,1.387,0.152,0.004,2.617,0.279,0.031,0.921,0.017,0.04,1.661,0.183,0.004,3.134,0.059,0.007,0.196,0.004,0.008,0.353,0.039,0.001,0.666
28,1030,950,169,3283,121,178,7078,928,25,12732,8226,4157,7774,18897,22490,26446,37632,29122,154744,1.155,0.205,3.991,0.147,0.216,8.604,1.128,0.03,15.478,2.285,0.407,7.898,0.291,0.428,17.027,2.232,0.06,30.628,1.222,0.217,4.223,0.156,0.229,9.105,1.194,0.032,16.378,0.503,0.089,1.737,0.064,0.094,3.746,0.491,0.013,6.738,0.422,0.075,1.46,0.054,0.079,3.147,0.413,0.011,5.661,0.359,0.064,1.241,0.046,0.067,2.676,0.351,0.009,4.814,0.252,0.045,0.872,0.032,0.047,1.881,0.247,0.007,3.383,0.326,0.058,1.127,0.042,0.061,2.43,0.319,0.009,4.372,0.061,0.011,0.212,0.008,0.012,0.457,0.06,0.002,0.823
29,1031,269,46,726,32,24,1536,205,9,2847,5173,2584,4716,11575,11803,12410,20352,16403,85016,0.52,0.089,1.403,0.062,0.046,2.969,0.396,0.017,5.504,1.041,0.178,2.81,0.124,0.093,5.944,0.793,0.035,11.018,0.57,0.098,1.539,0.068,0.051,3.257,0.435,0.019,6.037,0.232,0.04,0.627,0.028,0.021,1.327,0.177,0.008,2.46,0.228,0.039,0.615,0.027,0.02,1.301,0.174,0.008,2.412,0.217,0.037,0.585,0.026,0.019,1.238,0.165,0.007,2.294,0.132,0.023,0.357,0.016,0.012,0.755,0.101,0.004,1.399,0.164,0.028,0.443,0.02,0.015,0.936,0.125,0.005,1.736,0.032,0.005,0.085,0.004,0.003,0.181,0.024,0.001,0.335
30,1032,788,55,2203,46,140,3279,447,9,6967,11112,5118,8462,17575,17937,23581,28673,14949,127407,0.709,0.049,1.983,0.041,0.126,2.951,0.402,0.008,6.27,1.54,0.107,4.304,0.09,0.274,6.407,0.873,0.018,13.613,0.931,0.065,2.603,0.054,0.165,3.875,0.528,0.011,8.233,0.448,0.031,1.253,0.026,0.08,1.866,0.254,0.005,3.964,0.439,0.031,1.228,0.026,0.078,1.828,0.249,0.005,3.884,0.334,0.023,0.934,0.02,0.059,1.391,0.19,0.004,2.954,0.275,0.019,0.768,0.016,0.049,1.144,0.156,0.003,2.43,0.527,0.037,1.474,0.031,0.094,2.193,0.299,0.006,4.661,0.062,0.004,0.173,0.004,0.011,0.257,0.035,0.001,0.547
31,1033,305,43,626,64,31,1733,200,16,3018,6194,2932,5042,12463,14256,15626,23073,15460,95046,0.492,0.069,1.011,0.103,0.05,2.798,0.323,0.026,4.872,1.04,0.147,2.135,0.218,0.106,5.911,0.682,0.055,10.293,0.605,0.085,1.242,0.127,0.061,3.437,0.397,0.032,5.986,0.245,0.035,0.502,0.051,0.025,1.391,0.16,0.013,2.422,0.214,0.03,0.439,0.045,0.022,1.216,0.14,0.011,2.117,0.195,0.028,0.401,0.041,0.02,1.109,0.128,0.01,1.931,0.132,0.019,0.271,0.028,0.013,0.751,0.087,0.007,1.308,0.197,0.028,0.405,0.041,0.02,1.121,0.129,0.01,1.952,0.032,0.005,0.066,0.007,0.003,0.182,0.021,0.002,0.318
32,1034,691,78,2572,64,107,4684,475,19,8690,8343,3894,7083,15490,18028,21347,26869,17963,119017,0.828,0.093,3.083,0.077,0.128,5.614,0.569,0.023,10.416,1.775,0.2,6.605,0.164,0.275,12.029,1.22,0.049,22.316,0.976,0.11,3.631,0.09,0.151,6.613,0.671,0.027,12.269,0.446,0.05,1.66,0.041,0.069,3.024,0.307,0.012,5.61,0.383,0.043,1.427,0.036,0.059,2.598,0.263,0.011,4.82,0.324,0.037,1.205,0.03,0.05,2.194,0.223,0.009,4.071,0.257,0.029,0.957,0.024,0.04,1.743,0.177,0.007,3.234,0.385,0.043,1.432,0.036,0.06,2.608,0.264,0.011,4.838,0.058,0.007,0.216,0.005,0.009,0.394,0.04,0.002,0.73
33,1035,433,81,2617,73,102,4343,462,15,8126,9115,4452,7912,20484,21628,22516,37060,25497,148664,0.475,0.089,2.871,0.08,0.112,4.765,0.507,0.016,8.915,0.973,0.182,5.878,0.164,0.229,9.755,1.038,0.034,18.252,0.547,0.102,3.308,0.092,0.129,5.489,0.584,0.019,10.27,0.211,0.04,1.278,0.036,0.05,2.12,0.226,0.007,3.967,0.2,0.037,1.21,0.034,0.047,2.008,0.214,0.007,3.757,0.192,0.036,1.162,0.032,0.045,1.929,0.205,0.007,3.609,0.117,0.022,0.706,0.02,0.028,1.172,0.125,0.004,2.193,0.17,0.032,1.026,0.029,0.04,1.703,0.181,0.006,3.187,0.029,0.005,0.176,0.005,0.007,0.292,0.031,0.001,0.547
34,1036,961,121,4028,71,354,7173,631,21,13360,10547,5349,9035,26774,24571,27193,41628,21286,166383,0.911,0.115,3.819,0.067,0.336,6.801,0.598,0.02,12.667,1.797,0.226,7.53,0.133,0.662,13.41,1.18,0.039,24.977,1.064,0.134,4.458,0.079,0.392,7.939,0.698,0.023,14.787,0.359,0.045,1.504,0.027,0.132,2.679,0.236,0.008,4.99,0.391,0.049,1.639,0.029,0.144,2.919,0.257,0.009,5.437,0.353,0.044,1.481,0.026,0.13,2.638,0.232,0.008,4.913,0.231,0.029,0.968,0.017,0.085,1.723,0.152,0.005,3.209,0.451,0.057,1.892,0.033,0.166,3.37,0.296,0.01,6.276,0.058,0.007,0.242,0.004,0.021,0.431,0.038,0.001,0.803
35,1037,163,91,523,68,18,1171,212,18,2264,3213,1658,3009,9905,8570,8732,14925,11330,61342,0.507,0.283,1.628,0.212,0.056,3.645,0.66,0.056,7.046,0.983,0.549,3.154,0.41,0.109,7.063,1.279,0.109,13.655,0.542,0.302,1.738,0.226,0.06,3.892,0.705,0.06,7.524,0.165,0.092,0.528,0.069,0.018,1.182,0.214,0.018,2.286,0.19,0.106,0.61,0.079,0.021,1.366,0.247,0.021,2.642,0.187,0.104,0.599,0.078,0.021,1.341,0.243,0.021,2.593,0.109,0.061,0.35,0.046,0.012,0.785,0.142,0.012,1.517,0.144,0.08,0.462,0.06,0.016,1.034,0.187,0.016,1.998,0.027,0.015,0.085,0.011,0.003,0.191,0.035,0.003,0.369
36,1038,893,84,3107,74,191,7657,610,27,12643,7188,3638,6840,14463,16208,21143,28788,21033,119301,1.242,0.117,4.322,0.103,0.266,10.652,0.849,0.038,17.589,2.455,0.231,8.54,0.203,0.525,21.047,1.677,0.074,34.753,1.306,0.123,4.542,0.108,0.279,11.194,0.892,0.039,18.484,0.617,0.058,2.148,0.051,0.132,5.294,0.422,0.019,8.742,0.551,0.052,1.917,0.046,0.118,4.724,0.376,0.017,7.8,0.422,0.04,1.47,0.035,0.09,3.622,0.289,0.013,5.98,0.31,0.029,1.079,0.026,0.066,2.66,0.212,0.009,4.392,0.425,0.04,1.477,0.035,0.091,3.64,0.29,0.013,6.011,0.075,0.007,0.26,0.006,0.016,0.642,0.051,0.002,1.06
37,1039,474,81,1056,62,38,2363,259,29,4362,3990,1998,3508,7963,9038,10615,15727,15082,67921,1.188,0.203,2.647,0.155,0.095,5.922,0.649,0.073,10.932,2.372,0.405,5.285,0.31,0.19,11.827,1.296,0.145,21.832,1.351,0.231,3.01,0.177,0.108,6.736,0.738,0.083,12.434,0.595,0.102,1.326,0.078,0.048,2.967,0.325,0.036,5.478,0.524,0.09,1.168,0.069,0.042,2.615,0.287,0.032,4.826,0.447,0.076,0.995,0.058,0.036,2.226,0.244,0.027,4.109,0.301,0.052,0.671,0.039,0.024,1.503,0.165,0.018,2.774,0.314,0.054,0.7,0.041,0.025,1.567,0.172,0.019,2.892,0.07,0.012,0.155,0.009,0.006,0.348,0.038,0.004,0.642
38,1040,398,51,2049,48,153,3110,391,14,6214,8472,4216,7439,18693,18289,21364,33673,19106,131252,0.47,0.06,2.419,0.057,0.181,3.671,0.462,0.017,7.335,0.944,0.121,4.86,0.114,0.363,7.377,0.927,0.033,14.739,0.535,0.069,2.754,0.065,0.206,4.181,0.526,0.019,8.353,0.213,0.027,1.096,0.026,0.082,1.664,0.209,0.007,3.324,0.218,0.028,1.12,0.026,0.084,1.7,0.214,0.008,3.398,0.186,0.024,0.959,0.022,0.072,1.456,0.183,0.007,2.909,0.118,0.015,0.608,0.014,0.045,0.924,0.116,0.004,1.845,0.208,0.027,1.072,0.025,0.08,1.628,0.205,0.007,3.252,0.03,0.004,0.156,0.004,0.012,0.237,0.03,0.001,0.473
39,1041,786,92,2731,79,205,5622,541,16,10072,5877,2824,5151,14035,14004,16829,26135,18723,103578,1.337,0.157,4.647,0.134,0.349,9.566,0.921,0.027,17.138,2.783,0.326,9.671,0.28,0.726,19.908,1.916,0.057,35.666,1.526,0.179,5.302,0.153,0.398,10.914,1.05,0.031,19.553,0.56,0.066,1.946,0.056,0.146,4.006,0.385,0.011,7.176,0.561,0.066,1.95,0.056,0.146,4.015,0.386,0.011,7.192,0.467,0.055,1.623,0.047,0.122,3.341,0.321,0.01,5.985,0.301,0.035,1.045,0.03,0.078,2.151,0.207,0.006,3.854,0.42,0.049,1.459,0.042,0.109,3.003,0.289,0.009,5.379,0.076,0.009,0.264,0.008,0.02,0.543,0.052,0.002,0.972
40,1042,1018,81,3280,54,369,5299,597,19,10717,14370,6935,11798,27137,26853,33985,51043,24555,196676,0.708,0.056,2.283,0.038,0.257,3.688,0.415,0.013,7.458,1.468,0.117,4.73,0.078,0.532,7.641,0.861,0.027,15.453,0.863,0.069,2.78,0.046,0.313,4.491,0.506,0.016,9.084,0.375,0.03,1.209,0.02,0.136,1.953,0.22,0.007,3.949,0.379,0.03,1.221,0.02,0.137,1.973,0.222,0.007,3.991,0.3,0.024,0.965,0.016,0.109,1.559,0.176,0.006,3.153,0.199,0.016,0.643,0.011,0.072,1.038,0.117,0.004,2.1,0.415,0.033,1.336,0.022,0.15,2.158,0.243,0.008,4.364,0.052,0.004,0.167,0.003,0.019,0.269,0.03,0.001,0.545
41,1043,790,62,2697,45,146,4565,461,14,8780,5933,2974,5206,11880,11746,14492,21967,12467,86665,1.332,0.105,4.546,0.076,0.246,7.694,0.777,0.024,14.799,2.656,0.208,9.069,0.151,0.491,15.35,1.55,0.047,29.523,1.517,0.119,5.181,0.086,0.28,8.769,0.886,0.027,16.865,0.665,0.052,2.27,0.038,0.123,3.843,0.388,0.012,7.391,0.673,0.053,2.296,0.038,0.124,3.886,0.392,0.012,7.475,0.545,0.043,1.861,0.031,0.101,3.15,0.318,0.01,6.059,0.36,0.028,1.228,0.02,0.066,2.078,0.21,0.006,3.997,0.634,0.05,2.163,0.036,0.117,3.662,0.37,0.011,7.043,0.091,0.007,0.311,0.005,0.017,0.527,0.053,0.002,1.013
42,1044,349,47,2160,29,181,4844,409,12,8031,6579,3114,6095,12965,13061,15576,23155,13339,93884,0.53,0.071,3.283,0.044,0.275,7.363,0.622,0.018,12.207,1.121,0.151,6.936,0.093,0.581,15.556,1.313,0.039,25.79,0.573,0.077,3.544,0.048,0.297,7.947,0.671,0.02,13.176,0.269,0.036,1.666,0.022,0.14,3.736,0.315,0.009,6.194,0.267,0.036,1.654,0.022,0.139,3.709,0.313,0.009,6.149,0.224,0.03,1.387,0.019,0.116,3.11,0.263,0.008,5.156,0.151,0.02,0.933,0.013,0.078,2.092,0.177,0.005,3.468,0.262,0.035,1.619,0.022,0.136,3.631,0.307,0.009,6.021,0.037,0.005,0.23,0.003,0.019,0.516,0.044,0.001,0.855
43,1045,919,91,2935,55,116,4176,640,16,8948,6747,3573,7157,14877,15018,19047,27153,17240,110812,1.362,0.135,4.35,0.082,0.172,6.189,0.949,0.024,13.262,2.572,0.255,8.214,0.154,0.325,11.688,1.791,0.045,25.043,1.284,0.127,4.101,0.077,0.162,5.835,0.894,0.022,12.502,0.618,0.061,1.973,0.037,0.078,2.807,0.43,0.011,6.015,0.612,0.061,1.954,0.037,0.077,2.781,0.426,0.011,5.958,0.482,0.048,1.541,0.029,0.061,2.192,0.336,0.008,4.698,0.338,0.034,1.081,0.02,0.043,1.538,0.236,0.006,3.295,0.533,0.053,1.702,0.032,0.067,2.422,0.371,0.009,5.19,0.083,0.008,0.265,0.005,0.01,0.377,0.058,0.001,0.807
44,1046,652,65,3689,52,252,4678,721,7,10116,15927,7429,12637,26650,25604,34922,47825,16998,187992,0.409,0.041,2.316,0.033,0.158,2.937,0.453,0.004,6.351,0.878,0.087,4.966,0.07,0.339,6.297,0.971,0.009,13.617,0.516,0.051,2.919,0.041,0.199,3.702,0.571,0.006,8.005,0.245,0.024,1.384,0.02,0.095,1.755,0.271,0.003,3.796,0.255,0.025,1.441,0.02,0.098,1.827,0.282,0.003,3.951,0.187,0.019,1.056,0.015,0.072,1.34,0.206,0.002,2.897,0.136,0.014,0.771,0.011,0.053,0.978,0.151,0.001,2.115,0.384,0.038,2.17,0.031,0.148,2.752,0.424,0.004,5.951,0.035,0.003,0.196,0.003,0.013,0.249,0.038,0.0,0.538
45,1047,151,15,510,11,20,686,154,7,1554,5160,2755,4928,11819,12806,14532,22960,14548,89508,0.293,0.029,0.988,0.021,0.039,1.329,0.298,0.014,3.012,0.548,0.054,1.851,0.04,0.073,2.49,0.559,0.025,5.641,0.306,0.03,1.035,0.022,0.041,1.392,0.312,0.014,3.153,0.128,0.013,0.432,0.009,0.017,0.58,0.13,0.006,1.315,0.118,0.012,0.398,0.009,0.016,0.536,0.12,0.005,1.213,0.104,0.01,0.351,0.008,0.014,0.472,0.106,0.005,1.069,0.066,0.007,0.222,0.005,0.009,0.299,0.067,0.003,0.677,0.104,0.01,0.351,0.008,0.014,0.472,0.106,0.005,1.068,0.017,0.002,0.057,0.001,0.002,0.077,0.017,0.001,0.174
46,1048,432,17,1281,22,93,1880,476,6,4207,4699,2416,4235,10552,10376,11667,20627,12503,77075,0.919,0.036,2.726,0.047,0.198,4.001,1.013,0.013,8.953,1.788,0.07,5.302,0.091,0.385,7.781,1.97,0.025,17.413,1.02,0.04,3.025,0.052,0.22,4.439,1.124,0.014,9.934,0.409,0.016,1.214,0.021,0.088,1.782,0.451,0.006,3.987,0.416,0.016,1.235,0.021,0.09,1.812,0.459,0.006,4.055,0.37,0.015,1.098,0.019,0.08,1.611,0.408,0.005,3.606,0.209,0.008,0.621,0.011,0.045,0.911,0.231,0.003,2.04,0.346,0.014,1.025,0.018,0.074,1.504,0.381,0.005,3.365,0.056,0.002,0.166,0.003,0.012,0.244,0.062,0.001,0.546
47,1049,374,33,1748,24,52,2542,255,9,5037,8614,4171,7482,16857,16376,20360,29607,15964,119431,0.434,0.038,2.029,0.028,0.06,2.951,0.296,0.01,5.847,0.897,0.079,4.191,0.058,0.125,6.094,0.611,0.022,12.076,0.5,0.044,2.336,0.032,0.07,3.397,0.341,0.012,6.732,0.222,0.02,1.037,0.014,0.031,1.508,0.151,0.005,2.988,0.228,0.02,1.067,0.015,0.032,1.552,0.156,0.005,3.076,0.184,0.016,0.859,0.012,0.026,1.249,0.125,0.004,2.474,0.126,0.011,0.59,0.008,0.018,0.859,0.086,0.003,1.701,0.234,0.021,1.095,0.015,0.033,1.592,0.16,0.006,3.155,0.031,0.003,0.146,0.002,0.004,0.213,0.021,0.001,0.422
48,1050,520,96,3866,74,164,4234,601,13,9568,7594,4065,7526,16568,13844,16162,25880,12503,104142,0.685,0.126,5.091,0.097,0.216,5.575,0.791,0.017,12.599,1.279,0.236,9.51,0.182,0.403,10.416,1.478,0.032,23.538,0.691,0.128,5.137,0.098,0.218,5.626,0.799,0.017,12.713,0.314,0.058,2.333,0.045,0.099,2.556,0.363,0.008,5.775,0.376,0.069,2.793,0.053,0.118,3.058,0.434,0.009,6.911,0.322,0.059,2.392,0.046,0.101,2.62,0.372,0.008,5.92,0.201,0.037,1.494,0.029,0.063,1.636,0.232,0.005,3.697,0.416,0.077,3.092,0.059,0.131,3.386,0.481,0.01,7.653,0.05,0.009,0.371,0.007,0.016,0.407,0.058,0.001,0.919
